"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","44,614,000","4.5"
"CENSUS","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","217,959,000","9.1"
"CENSUS","2012","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","54,149,000","1.3"
"CENSUS","2012","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","25,762,000","19.4"
"CENSUS","2012","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","1,250,884,000","1.2"
"CENSUS","2012","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","2,402,110,000","3.5"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","178,682,000","6.5"
"CENSUS","2012","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","66,353,000","5.7"
"CENSUS","2012","YEAR","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","922,040,000","2.9"
"CENSUS","2012","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","163,306,000","6.9"
"CENSUS","2012","YEAR","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","518,676,000","2.1"
"CENSUS","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","1,953,311,000","2.3"
"CENSUS","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","55,773,000","3.1"
"CENSUS","2012","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","372,237,000","4.5"
"CENSUS","2012","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","143,943,000","4.8"
"CENSUS","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","1,697,009,000","5.9"
"CENSUS","2012","YEAR","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","325,798,000","3.0"
"CENSUS","2012","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","502,646,000","3.4"
"CENSUS","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","345,790,000","4.0"
"CENSUS","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","1,135,979,000","2.8"
"CENSUS","2012","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","31,803,000","13.6"
"CENSUS","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","4,920,940,000","1.1"
"CENSUS","2012","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","MILK","MILK - SALES, MEASURED IN $","SALES","SALES: (50,000 OR MORE $)","22,827,000","13.3"
